bmi,gender,is_training,name
34.2073961938,Male,1,img_0.bmp
26.4537197232,Male,1,img_1.bmp
34.9675605536,Female,1,img_2.bmp
22.044766436,Female,1,img_3.bmp
25.8455882353,Female,1,img_6.bmp
21.740700692,Female,1,img_7.bmp
30.6158579882,Female,1,img_8.bmp
26.7888757396,Female,1,img_9.bmp
38.7327823691,Male,1,img_10.bmp
30.8248393021,Male,1,img_11.bmp
41.3988888889,Male,1,img_12.bmp
31.0491666667,Male,1,img_13.bmp
35.5613965483,Male,1,img_14.bmp
25.7994445547,Male,1,img_15.bmp
33.199527745,Male,1,img_16.bmp
23.5953786473,Male,1,img_17.bmp
41.2094594595,Male,1,img_18.bmp
21.3108108108,Male,1,img_19.bmp
26.6224852071,Male,1,img_20.bmp
21.6307692308,Male,1,img_21.bmp
41.8090397924,Male,1,img_22.bmp
22.3488321799,Male,1,img_23.bmp
33.8112792969,Female,1,img_24.bmp
24.8864746094,Female,1,img_25.bmp
35.549342838,Male,1,img_26.bmp
30.8511918022,Male,1,img_27.bmp
31.4511657215,Male,1,img_28.bmp
20.3768115942,Male,1,img_29.bmp
33.9023919753,Male,1,img_30.bmp
27.7999614198,Male,1,img_31.bmp
31.4703856749,Female,1,img_32.bmp
23.4010560147,Female,1,img_33.bmp
29.2252456538,Female,1,img_34.bmp
22.1403376165,Female,1,img_35.bmp
31.1667387543,Female,1,img_36.bmp
22.044766436,Female,1,img_37.bmp
41.6866203791,Male,1,img_38.bmp
36.2779133046,Male,1,img_39.bmp
28.8904109589,Male,1,img_41.bmp
43.5334959655,Male,1,img_42.bmp
35.6183148808,Male,1,img_43.bmp
36.4878892734,Male,1,img_44.bmp
25.8455882353,Male,1,img_45.bmp
37.9321563182,Male,1,img_46.bmp
30.4015076374,Male,1,img_47.bmp
44.0731095679,Male,1,img_48.bmp
40.6828703704,Male,1,img_49.bmp
27.8220155709,Male,1,img_50.bmp
21.2846020761,Male,1,img_51.bmp
36.4878892734,Male,1,img_52.bmp
27.365916955,Male,1,img_53.bmp
35.7277249135,Female,1,img_54.bmp
21.2846020761,Female,1,img_55.bmp
37.9258494031,Female,1,img_56.bmp
23.4010560147,Female,1,img_57.bmp
38.2736816406,Female,1,img_58.bmp
29.1772460938,Female,1,img_59.bmp
30.2446222222,Male,1,img_60.bmp
21.9960888889,Male,1,img_61.bmp
33.2990677753,Female,1,img_62.bmp
23.9115646259,Female,1,img_63.bmp
37.5852082869,Male,1,img_64.bmp
26.6228558699,Male,1,img_65.bmp
51.4892578125,Female,1,img_66.bmp
25.7446289062,Female,1,img_67.bmp
41.6866203791,Male,1,img_68.bmp
29.5500093826,Male,1,img_69.bmp
37.9736842105,Male,1,img_70.bmp
31.8881578947,Male,1,img_71.bmp
41.9701492537,Male,1,img_72.bmp
26.3096458008,Male,1,img_73.bmp
51.4892578125,Female,1,img_74.bmp
24.0283203125,Female,1,img_75.bmp
31.9469822485,Female,1,img_76.bmp
25.1249704142,Female,1,img_77.bmp
39.9342838049,Male,1,img_78.bmp
32.8870572511,Male,1,img_79.bmp
39.4644687013,Female,1,img_80.bmp
26.936065939,Female,1,img_81.bmp
46.25,Male,1,img_82.bmp
29.2105263158,Male,1,img_83.bmp
41.5003341501,Female,1,img_84.bmp
30.8511918022,Female,1,img_85.bmp
38.0082179931,Female,1,img_87.bmp
53.6907359651,Male,1,img_88.bmp
34.1668319778,Male,1,img_89.bmp
49.7411555556,Male,1,img_90.bmp
40.3678222222,Male,1,img_91.bmp
35.1426170972,Female,1,img_92.bmp
37.2438964844,Female,1,img_94.bmp
32.6098632812,Female,1,img_95.bmp
42.2631952663,Male,1,img_96.bmp
29.950295858,Male,1,img_97.bmp
29.285855981,Male,1,img_98.bmp
25.1021622694,Male,1,img_99.bmp
29.8341049383,Male,1,img_100.bmp
24.4097222222,Male,1,img_101.bmp
37.2438964844,Female,1,img_102.bmp
32.0949707031,Female,1,img_103.bmp
42.2408267906,Male,1,img_104.bmp
30.7513219035,Male,1,img_105.bmp
29.8341049383,Male,1,img_106.bmp
24.4097222222,Male,1,img_107.bmp
35.15,Female,1,img_108.bmp
25.6810204082,Female,1,img_109.bmp
37.5521193772,Male,1,img_110.bmp
28.4301470588,Male,1,img_111.bmp
34.0789473684,Male,1,img_114.bmp
25.5592105263,Male,1,img_115.bmp
39.1554054054,Male,1,img_116.bmp
28.2432432432,Male,1,img_117.bmp
33.8112792969,Female,1,img_118.bmp
27.4609375,Female,1,img_119.bmp
35.8009259259,Male,1,img_120.bmp
23.8672839506,Male,1,img_121.bmp
38.0082179931,Female,1,img_122.bmp
32.5350346021,Female,1,img_123.bmp
38.0082179931,Female,1,img_124.bmp
29.7984429066,Female,1,img_125.bmp
36.6059171598,Female,1,img_126.bmp
29.6175147929,Female,1,img_127.bmp
43.2315016862,Male,1,img_128.bmp
32.074985122,Male,1,img_129.bmp
38.312283737,Female,1,img_130.bmp
26.9098183391,Female,1,img_131.bmp
36.9587881488,Female,1,img_132.bmp
30.6945867677,Female,1,img_133.bmp
47.0565200617,Male,1,img_134.bmp
37.2926311728,Male,1,img_135.bmp
42.0825456837,Male,1,img_136.bmp
37.8004620878,Male,1,img_137.bmp
54.0287369125,Female,1,img_138.bmp
46.5116952551,Female,1,img_139.bmp
34.9675605536,Male,1,img_140.bmp
32.5350346021,Male,1,img_141.bmp
43.3293685121,Female,1,img_142.bmp
24.3252595156,Female,1,img_143.bmp
31.6342169748,Female,1,img_144.bmp
26.936065939,Female,1,img_145.bmp
37.597110152,Male,1,img_146.bmp
23.7455432539,Male,1,img_147.bmp
47.4633487654,Male,1,img_148.bmp
31.8682484568,Male,1,img_149.bmp
29.5628858025,Male,1,img_150.bmp
27.1219135802,Male,1,img_151.bmp
38.2434362529,Male,1,img_152.bmp
27.0214240706,Male,1,img_153.bmp
59.4894222222,Male,1,img_154.bmp
34.4938666667,Male,1,img_155.bmp
37.7587890625,Female,1,img_156.bmp
25.7446289062,Female,1,img_157.bmp
28.6456626759,Male,1,img_158.bmp
25.2495274102,Male,1,img_159.bmp
25.8218549128,Male,1,img_160.bmp
19.3663911846,Male,1,img_161.bmp
34.4043268221,Male,1,img_162.bmp
28.0550304558,Male,1,img_163.bmp
29.527027027,Male,1,img_164.bmp
25.6756756757,Male,1,img_165.bmp
36.4878892734,Male,1,img_166.bmp
25.8455882353,Male,1,img_167.bmp
36.1263888889,Male,1,img_168.bmp
30.2680555556,Male,1,img_169.bmp
26.5784499055,Male,1,img_170.bmp
25.1018693552,Male,1,img_171.bmp
25.4990817264,Male,1,img_172.bmp
22.9168962351,Male,1,img_173.bmp
33.1191111111,Male,1,img_174.bmp
28.7448888889,Male,1,img_175.bmp
28.12,Male,1,img_176.bmp
21.6211555556,Male,1,img_177.bmp
38.2434362529,Male,1,img_178.bmp
27.9073724008,Male,1,img_179.bmp
34.4043268221,Male,1,img_180.bmp
25.9878176854,Male,1,img_181.bmp
31.4209816158,Male,1,img_182.bmp
24.306797099,Male,1,img_183.bmp
29.5316110061,Male,1,img_184.bmp
26.5784499055,Male,1,img_185.bmp
25.1021622694,Male,1,img_186.bmp
24.4048799841,Male,1,img_187.bmp
26.6228558699,Male,1,img_188.bmp
24.273780352,Male,1,img_189.bmp
31.8941398866,Male,1,img_190.bmp
24.6588951901,Male,1,img_191.bmp
30.6804205515,Male,1,img_192.bmp
25.1021622694,Male,1,img_193.bmp
29.8341049383,Male,1,img_194.bmp
23.4604552469,Male,1,img_195.bmp
27.669982699,Male,1,img_196.bmp
24.6293252595,Male,1,img_197.bmp
24.36357908,Male,1,img_198.bmp
23.6252888049,Male,1,img_199.bmp
31.0361842105,Male,1,img_200.bmp
26.1677631579,Male,1,img_201.bmp
23.6724489796,Male,1,img_202.bmp
22.9551020408,Male,1,img_203.bmp
24.3252595156,Male,1,img_204.bmp
23.1089965398,Male,1,img_205.bmp
24.0211937716,Male,1,img_206.bmp
22.6528979239,Male,1,img_207.bmp
37.5051459777,Male,1,img_208.bmp
31.0081915564,Male,1,img_209.bmp
23.7455432539,Male,1,img_210.bmp
22.4263464065,Male,1,img_211.bmp
30.1285714286,Male,1,img_212.bmp
25.8244897959,Male,1,img_213.bmp
28.1260813149,Male,1,img_214.bmp
26.4537197232,Male,1,img_215.bmp
26.1114285714,Male,1,img_216.bmp
21.5204081633,Male,1,img_217.bmp
26.7577854671,Male,1,img_218.bmp
21.4366349481,Male,1,img_219.bmp
35.8673469388,Male,1,img_220.bmp
31.2763265306,Male,1,img_221.bmp
28.2426538108,Female,1,img_222.bmp
23.4010560147,Female,1,img_223.bmp
32.979921186,Male,1,img_224.bmp
24.4051416776,Male,1,img_225.bmp
34.6621621622,Male,1,img_226.bmp
23.75,Male,1,img_227.bmp
35.2584876543,Male,1,img_228.bmp
27.1219135802,Male,1,img_229.bmp
27.8912914104,Male,1,img_230.bmp
24.4048799841,Male,1,img_231.bmp
36.2586788336,Male,1,img_232.bmp
24.4048799841,Male,1,img_233.bmp
47.2014285714,Female,1,img_234.bmp
25.8244897959,Female,1,img_235.bmp
33.4955632716,Female,1,img_236.bmp
24.4097222222,Female,1,img_237.bmp
36.1762234825,Male,1,img_240.bmp
28.7933207309,Male,1,img_241.bmp
41.6238347191,Female,1,img_242.bmp
35.7787855883,Female,1,img_243.bmp
44.3471533426,Male,1,img_244.bmp
33.0511803214,Male,1,img_245.bmp
32.8870572511,Female,1,img_246.bmp
28.9719313878,Female,1,img_247.bmp
31.1902006173,Male,1,img_248.bmp
25.0877700617,Male,1,img_249.bmp
39.7673372781,Female,1,img_250.bmp
27.2880473373,Female,1,img_251.bmp
43.3950617284,Male,1,img_252.bmp
34.9872685185,Male,1,img_253.bmp
44.7511574074,Male,1,img_254.bmp
38.6487268519,Male,1,img_255.bmp
42.0629552549,Male,1,img_256.bmp
35.6620707596,Male,1,img_257.bmp
31.9269031142,Male,1,img_258.bmp
25.5415224913,Male,1,img_259.bmp
37.1184,Male,1,img_260.bmp
32.9941333333,Male,1,img_261.bmp
35.7277249135,Male,1,img_262.bmp
27.9740484429,Male,1,img_263.bmp
35.2584876543,Female,1,img_264.bmp
24.4097222222,Female,1,img_265.bmp
26.3096458008,Female,1,img_266.bmp
19.5756293161,Female,1,img_267.bmp
35.4369387755,Male,1,img_268.bmp
24.3897959184,Male,1,img_269.bmp
35.4245401864,Female,1,img_270.bmp
26.5684051398,Female,1,img_271.bmp
37.597110152,Male,1,img_272.bmp
26.5158566335,Male,1,img_273.bmp
46.3700259516,Male,1,img_274.bmp
30.2545415225,Male,1,img_275.bmp
34.3688888889,Male,1,img_276.bmp
30.9944888889,Male,1,img_277.bmp
33.7714392944,Male,1,img_278.bmp
30.4734471758,Male,1,img_279.bmp
48.8102833552,Male,1,img_280.bmp
36.9375117283,Male,1,img_281.bmp
44.6240234375,Female,1,img_282.bmp
32.953125,Female,1,img_283.bmp
34.2991180334,Male,1,img_284.bmp
26.1200975793,Male,1,img_285.bmp
25.8401596303,Female,1,img_286.bmp
17.7189666037,Female,1,img_287.bmp
27.5624860771,Male,1,img_288.bmp
24.1171753174,Male,1,img_289.bmp
35.6186666667,Male,1,img_290.bmp
29.3697777778,Male,1,img_291.bmp
31.7960722079,Female,1,img_292.bmp
27.7518349534,Female,1,img_293.bmp
32.0038580247,Male,1,img_294.bmp
23.7316743827,Male,1,img_295.bmp
40.7730263158,Male,1,img_296.bmp
37.0,Male,1,img_297.bmp
40.0540540541,Male,1,img_298.bmp
25.4189189189,Male,1,img_299.bmp
37.072265625,Female,1,img_302.bmp
31.7517089844,Female,1,img_303.bmp
51.7125164196,Male,1,img_304.bmp
35.4863951961,Male,1,img_305.bmp
33.9023919753,Male,1,img_306.bmp
28.4780092593,Male,1,img_307.bmp
37.9928692062,Male,1,img_308.bmp
51.4892578125,Female,1,img_310.bmp
38.6169433594,Female,1,img_311.bmp
27.3167401806,Male,1,img_312.bmp
24.5112371351,Male,1,img_313.bmp
38.6169433594,Female,1,img_314.bmp
30.0354003906,Female,1,img_315.bmp
44.6756756757,Male,1,img_316.bmp
26.7027027027,Male,1,img_317.bmp
34.0553633218,Female,1,img_318.bmp
29.4943771626,Female,1,img_319.bmp
32.7722674073,Male,1,img_320.bmp
27.8912914104,Male,1,img_321.bmp
40.8243243243,Male,1,img_322.bmp
36.972972973,Male,1,img_323.bmp
39.9337278107,Female,1,img_324.bmp
23.2946745562,Female,1,img_325.bmp
43.7422222222,Male,1,img_326.bmp
33.744,Male,1,img_327.bmp
36.8716326531,Male,1,img_328.bmp
26.6853061224,Male,1,img_329.bmp
43.8917793965,Female,1,img_330.bmp
31.8215400624,Female,1,img_331.bmp
30.4065743945,Male,1,img_332.bmp
26.6057525952,Male,1,img_333.bmp
36.9375117283,Male,1,img_334.bmp
23.8774629386,Male,1,img_335.bmp
42.0823794333,Male,1,img_336.bmp
26.9116156877,Male,1,img_337.bmp
26.6287878788,Female,1,img_338.bmp
20.1733241506,Female,1,img_339.bmp
32.979921186,Male,1,img_340.bmp
25.7243385251,Male,1,img_341.bmp
29.6424354866,Male,1,img_342.bmp
23.7139483893,Male,1,img_343.bmp
31.7464818315,Male,1,img_344.bmp
25.1018693552,Male,1,img_345.bmp
32.6098632812,Female,1,img_346.bmp
24.0283203125,Female,1,img_347.bmp
42.214299118,Male,1,img_348.bmp
27.7031337962,Male,1,img_349.bmp
43.8494096681,Female,1,img_350.bmp
28.1889062152,Female,1,img_351.bmp
30.1285714286,Male,1,img_352.bmp
23.6724489796,Male,1,img_353.bmp
37.5852082869,Male,1,img_354.bmp
27.4058810425,Male,1,img_355.bmp
42.4924444444,Male,1,img_356.bmp
32.4942222222,Male,1,img_357.bmp
47.2014285714,Female,1,img_358.bmp
40.3148979592,Female,1,img_359.bmp
33.1052631579,Male,1,img_360.bmp
25.4375,Male,1,img_361.bmp
49.1701323251,Male,1,img_362.bmp
35.5855912623,Male,1,img_363.bmp
42.564453125,Female,1,img_364.bmp
35.0126953125,Female,1,img_365.bmp
37.1957671958,Female,1,img_366.bmp
26.037037037,Female,1,img_367.bmp
36.7434666667,Male,1,img_368.bmp
27.1201777778,Male,1,img_369.bmp
46.1168,Male,1,img_370.bmp
41.4926222222,Male,1,img_371.bmp
37.6532434041,Male,1,img_372.bmp
35.5613965483,Male,1,img_373.bmp
41.1757142857,Male,1,img_374.bmp
33.2848979592,Male,1,img_375.bmp
40.1644736842,Male,1,img_376.bmp
37.3651315789,Male,1,img_377.bmp
38.4053069719,Female,1,img_378.bmp
27.0665972945,Female,1,img_379.bmp
45.1891891892,Male,1,img_380.bmp
38.1283783784,Male,1,img_381.bmp
52.7554065744,Female,1,img_382.bmp
39.5285467128,Female,1,img_383.bmp
28.693877551,Male,1,img_384.bmp
22.8488284203,Male,1,img_385.bmp
39.3267746914,Male,1,img_386.bmp
33.2243441358,Male,1,img_387.bmp
29.598351526,Male,1,img_388.bmp
25.9964357318,Male,1,img_389.bmp
45.8360339506,Male,1,img_390.bmp
33.7667824074,Male,1,img_391.bmp
30.6634527089,Female,1,img_392.bmp
26.6287878788,Female,1,img_393.bmp
37.9258494031,Female,1,img_394.bmp
30.6634527089,Female,1,img_395.bmp
34.4531075963,Male,1,img_396.bmp
26.6228558699,Male,1,img_397.bmp
39.5759054232,Male,1,img_398.bmp
33.6395196097,Male,1,img_399.bmp
43.8494096681,Female,1,img_400.bmp
39.9342838049,Female,1,img_401.bmp
38.0193877551,Male,1,img_402.bmp
25.8244897959,Male,1,img_403.bmp
30.0354003906,Female,1,img_404.bmp
24.8864746094,Female,1,img_405.bmp
28.7933207309,Male,1,img_406.bmp
22.8869985297,Male,1,img_407.bmp
44.6976643599,Male,1,img_408.bmp
25.8455882353,Male,1,img_409.bmp
40.1644736842,Male,1,img_410.bmp
36.3914473684,Male,1,img_411.bmp
24.6891259105,Female,1,img_412.bmp
21.0314776275,Female,1,img_413.bmp
55.9079973268,Female,1,img_414.bmp
32.4172421475,Female,1,img_415.bmp
44.3320408163,Male,1,img_416.bmp
36.4412244898,Male,1,img_417.bmp
47.1381153932,Female,1,img_418.bmp
40.873914012,Female,1,img_419.bmp
28.5885736957,Male,1,img_420.bmp
24.4048799841,Male,1,img_421.bmp
37.9304199219,Female,1,img_422.bmp
19.9091796875,Female,1,img_423.bmp
38.0953947368,Male,1,img_424.bmp
27.9934210526,Male,1,img_425.bmp
28.9519526627,Male,1,img_426.bmp
25.7905325444,Male,1,img_427.bmp
33.961352657,Male,1,img_428.bmp
26.5784499055,Male,1,img_429.bmp
29.2611862643,Female,1,img_430.bmp
25.237773153,Female,1,img_431.bmp
44.7040863177,Female,1,img_432.bmp
37.6030762167,Female,1,img_433.bmp
61.7023533951,Male,1,img_434.bmp
35.665316358,Male,1,img_435.bmp
